date,channel,impressions,clicks,spend,conversions,revenue,ctr,conversion_rate,cpc,cpa,roi
2024-01-17,Google Ads,978,45,36.77,0,0.0,0.046012269938650305,0.0,0.8171111111111112,,-1.0
2024-01-17,Facebook Ads,1097,45,58.75,1,124.54,0.04102096627164995,0.022222222222222223,1.3055555555555556,58.75,1.1198297872340426
2024-01-17,Email,1093,57,5.7,2,214.16,0.05215004574565416,0.03508771929824561,0.1,2.85,36.5719298245614
2024-01-17,Instagram,1160,59,51.27,1,68.66,0.05086206896551724,0.01694915254237288,0.8689830508474576,51.27,0.33918470840647535
2024-01-17,LinkedIn,1178,56,100.7,4,303.16,0.04753820033955857,0.07142857142857142,1.7982142857142858,25.175,2.010526315789474
2024-01-18,Google Ads,966,61,82.8,0,0.0,0.06314699792960662,0.0,1.3573770491803279,,-1.0
2024-01-18,Facebook Ads,1017,55,47.5,0,0.0,0.05408062930186824,0.0,0.8636363636363636,,-1.0
2024-01-18,Email,1079,52,5.2,1,55.18,0.04819277108433735,0.019230769230769232,0.1,5.2,9.61153846153846
2024-01-18,Instagram,1134,46,45.24,3,226.39,0.04056437389770723,0.06521739130434782,0.9834782608695652,15.08,4.004199823165339
2024-01-18,LinkedIn,1218,56,62.59,2,285.91,0.04597701149425287,0.03571428571428571,1.1176785714285715,31.295,3.567982105767695
2024-01-19,Google Ads,958,66,39.58,2,214.89,0.06889352818371608,0.030303030303030304,0.5996969696969696,19.79,4.429257200606367
2024-01-19,Facebook Ads,1087,63,46.97,0,0.0,0.05795768169273229,0.0,0.7455555555555555,,-1.0
2024-01-19,Email,1116,54,5.4,1,131.66,0.04838709677419355,0.018518518518518517,0.1,5.4,23.38148148148148
2024-01-19,Instagram,1144,46,74.59,1,73.22,0.04020979020979021,0.021739130434782608,1.6215217391304348,74.59,-0.018367073334227168
2024-01-19,LinkedIn,1252,59,112.68,3,250.47,0.04712460063897764,0.05084745762711865,1.9098305084745764,37.56,1.2228434504792332
2024-01-20,Google Ads,961,48,41.89,1,53.35,0.04994797086368366,0.020833333333333332,0.8727083333333333,41.89,0.27357364526139893
2024-01-20,Facebook Ads,1056,62,109.72,0,0.0,0.058712121212121215,0.0,1.7696774193548388,,-1.0
2024-01-20,Email,1131,53,5.3,2,228.23,0.046861184792219276,0.03773584905660377,0.09999999999999999,2.65,42.06226415094339
2024-01-20,Instagram,1169,60,46.34,4,433.36,0.05132591958939264,0.06666666666666667,0.7723333333333334,11.585,8.35174794993526
2024-01-20,LinkedIn,1190,81,111.73,3,333.44,0.0680672268907563,0.037037037037037035,1.3793827160493828,37.24333333333333,1.9843372415644855
2024-01-21,Google Ads,1060,56,76.41,1,92.41,0.052830188679245285,0.017857142857142856,1.3644642857142857,76.41,0.20939667582777124
2024-01-21,Facebook Ads,1108,47,82.64,0,0.0,0.042418772563176894,0.0,1.7582978723404254,,-1.0
2024-01-21,Email,1143,53,5.3,0,0.0,0.04636920384951881,0.0,0.09999999999999999,,-1.0
2024-01-21,Instagram,1183,63,82.28,4,338.54,0.05325443786982249,0.06349206349206349,1.306031746031746,20.57,3.114487117160914
2024-01-21,LinkedIn,1184,68,80.15,1,67.64,0.057432432432432436,0.014705882352941176,1.1786764705882353,80.15,-0.1560823456019963
2024-01-22,Google Ads,1000,65,89.11,2,102.62,0.065,0.03076923076923077,1.370923076923077,44.555,0.15161036920659865
2024-01-22,Facebook Ads,1065,63,125.7,1,109.54,0.059154929577464786,0.015873015873015872,1.9952380952380953,125.7,-0.12856006364359585
2024-01-22,Email,1037,46,4.6,0,0.0,0.044358727097396335,0.0,0.09999999999999999,,-1.0
2024-01-22,Instagram,1156,65,83.63,2,180.15,0.056228373702422146,0.03076923076923077,1.2866153846153845,41.815,1.15413129259835
2024-01-22,LinkedIn,1206,54,103.64,2,154.15,0.04477611940298507,0.037037037037037035,1.9192592592592592,51.82,0.48736009262832886
2024-01-23,Google Ads,1013,49,77.12,1,52.71,0.04837117472852912,0.02040816326530612,1.5738775510204082,77.12,-0.3165197095435685
2024-01-23,Facebook Ads,1022,53,34.78,2,135.71,0.05185909980430528,0.03773584905660377,0.6562264150943397,17.39,2.9019551466359976
2024-01-23,Email,1115,55,5.5,2,271.14,0.04932735426008968,0.03636363636363636,0.1,2.75,48.29818181818182
2024-01-23,Instagram,1187,56,29.09,0,0.0,0.04717775905644482,0.0,0.5194642857142857,,-1.0
2024-01-23,LinkedIn,1208,47,47.6,1,87.97,0.03890728476821192,0.02127659574468085,1.0127659574468086,47.6,0.8481092436974789
2024-01-24,Google Ads,1008,46,43.32,3,379.08,0.04563492063492063,0.06521739130434782,0.9417391304347826,14.44,7.750692520775623
2024-01-24,Facebook Ads,1010,59,31.49,1,104.16,0.05841584158415842,0.01694915254237288,0.533728813559322,31.49,2.3077167354715784
2024-01-24,Email,1113,49,4.9,4,410.28,0.0440251572327044,0.08163265306122448,0.1,1.225,82.73061224489796
2024-01-24,Instagram,1113,45,30.45,2,154.81,0.04043126684636118,0.044444444444444446,0.6766666666666666,15.225,4.084072249589491
2024-01-24,LinkedIn,1205,71,36.67,1,140.0,0.05892116182572614,0.014084507042253521,0.5164788732394366,36.67,2.8178347422961547
2024-01-25,Google Ads,1042,46,51.9,0,0.0,0.044145873320537425,0.0,1.1282608695652174,,-1.0
2024-01-25,Facebook Ads,974,54,75.86,0,0.0,0.055441478439425054,0.0,1.4048148148148147,,-1.0
2024-01-25,Email,1079,58,5.8,2,195.21,0.05375347544022243,0.034482758620689655,0.09999999999999999,2.9,32.65689655172414
2024-01-25,Instagram,1166,63,34.45,1,109.51,0.054030874785591765,0.015873015873015872,0.5468253968253969,34.45,2.178809869375907
2024-01-25,LinkedIn,1123,53,87.79,0,0.0,0.04719501335707925,0.0,1.6564150943396228,,-1.0
2024-01-26,Google Ads,1022,48,81.56,1,77.21,0.046966731898238745,0.020833333333333332,1.6991666666666667,81.56,-0.05333496812162835
2024-01-26,Facebook Ads,1058,44,31.03,3,283.8,0.04158790170132325,0.06818181818181818,0.7052272727272727,10.343333333333334,8.145987753786658
2024-01-26,Email,1066,40,4.0,2,231.76,0.0375234521575985,0.05,0.1,2.0,56.94
2024-01-26,Instagram,1169,59,49.08,6,866.44,0.0504704875962361,0.1016949152542373,0.831864406779661,8.18,16.653626731866343
2024-01-26,LinkedIn,1262,55,52.03,4,588.42,0.043581616481774964,0.07272727272727272,0.9460000000000001,13.0075,10.309244666538534
2024-01-27,Google Ads,1067,41,40.12,2,107.4,0.038425492033739454,0.04878048780487805,0.9785365853658536,20.06,1.6769690927218346
2024-01-27,Facebook Ads,1059,55,84.94,1,122.48,0.05193578847969783,0.01818181818181818,1.5443636363636364,84.94,0.44195902990346136
2024-01-27,Email,1036,52,5.2,3,334.76,0.05019305019305019,0.057692307692307696,0.1,1.7333333333333334,63.37692307692308
2024-01-27,Instagram,1122,42,80.16,2,299.59,0.0374331550802139,0.047619047619047616,1.9085714285714286,40.08,2.737400199600798
2024-01-27,LinkedIn,1185,64,92.24,4,593.63,0.0540084388185654,0.0625,1.44125,23.06,5.435711188204683
2024-01-28,Google Ads,1026,53,45.48,0,0.0,0.05165692007797271,0.0,0.8581132075471698,,-1.0
2024-01-28,Facebook Ads,1029,56,29.5,5,463.89,0.05442176870748299,0.08928571428571429,0.5267857142857143,5.9,14.725084745762711
2024-01-28,Email,1089,49,4.9,2,117.88,0.04499540863177227,0.04081632653061224,0.1,2.45,23.057142857142853
2024-01-28,Instagram,1142,72,102.25,1,149.12,0.06304728546409807,0.013888888888888888,1.4201388888888888,102.25,0.4583863080684597
2024-01-28,LinkedIn,1215,50,38.24,1,68.64,0.0411522633744856,0.02,0.7648,38.24,0.7949790794979079
2024-01-29,Google Ads,1028,42,76.68,2,298.98,0.04085603112840467,0.047619047619047616,1.8257142857142858,38.34,2.8990610328638495
2024-01-29,Facebook Ads,1015,45,37.65,0,0.0,0.04433497536945813,0.0,0.8366666666666667,,-1.0
2024-01-29,Email,1109,47,4.7,1,62.95,0.04238052299368801,0.02127659574468085,0.1,4.7,12.393617021276595
2024-01-29,Instagram,1198,46,68.21,2,117.4,0.038397328881469114,0.043478260869565216,1.4828260869565215,34.105,0.7211552558275915
2024-01-29,LinkedIn,1191,57,70.9,0,0.0,0.04785894206549118,0.0,1.243859649122807,,-1.0
2024-01-30,Google Ads,1017,37,45.17,1,132.47,0.03638151425762045,0.02702702702702703,1.2208108108108109,45.17,1.932698693823334
2024-01-30,Facebook Ads,1036,46,83.63,2,231.69,0.0444015444015444,0.043478260869565216,1.8180434782608694,41.815,1.7704173143608755
2024-01-30,Email,1139,51,5.1,3,158.77,0.04477611940298507,0.058823529411764705,0.09999999999999999,1.7,30.131372549019613
2024-01-30,Instagram,1186,59,43.73,3,399.64,0.049747048903878585,0.05084745762711865,0.741186440677966,14.576666666666666,8.138806311456666
2024-01-30,LinkedIn,1201,60,118.31,3,227.94,0.04995836802664446,0.05,1.9718333333333333,39.43666666666667,0.9266334206744992
2024-01-31,Google Ads,1012,58,95.21,1,146.3,0.05731225296442688,0.017241379310344827,1.641551724137931,95.21,0.5366032979729022
2024-01-31,Facebook Ads,1035,74,141.03,2,113.57,0.07149758454106281,0.02702702702702703,1.9058108108108107,70.515,-0.19471034531659936
2024-01-31,Email,1080,49,4.9,1,112.09,0.04537037037037037,0.02040816326530612,0.1,4.9,21.875510204081632
2024-01-31,Instagram,1176,64,34.12,1,98.86,0.05442176870748299,0.015625,0.533125,34.12,1.897420867526378
2024-01-31,LinkedIn,1229,69,137.7,2,190.28,0.05614320585842148,0.028985507246376812,1.9956521739130433,68.85,0.38184458968772705
2024-02-01,Google Ads,965,51,31.8,1,115.45,0.05284974093264249,0.0196078431372549,0.6235294117647059,31.8,2.6305031446540883
2024-02-01,Facebook Ads,1012,65,94.76,1,77.42,0.06422924901185771,0.015384615384615385,1.457846153846154,94.76,-0.18298860278598567
2024-02-01,Email,1149,62,6.2,2,173.71,0.053959965187119235,0.03225806451612903,0.1,3.1,27.017741935483873
2024-02-01,Instagram,1193,45,74.54,3,378.31,0.037720033528918694,0.06666666666666667,1.6564444444444446,24.846666666666668,4.075261604507646
2024-02-01,LinkedIn,1213,49,69.82,3,294.46,0.0403957131079967,0.061224489795918366,1.4248979591836732,23.27333333333333,3.21741621311945
2024-02-02,Google Ads,956,47,28.03,1,76.9,0.049163179916317995,0.02127659574468085,0.5963829787234043,28.03,1.7434891188012844
2024-02-02,Facebook Ads,1080,43,26.17,1,97.99,0.03981481481481482,0.023255813953488372,0.6086046511627907,26.17,2.744363775315246
2024-02-02,Email,1109,63,6.3,2,120.99,0.056807935076645624,0.031746031746031744,0.09999999999999999,3.15,18.204761904761906
2024-02-02,Instagram,1108,50,49.48,2,117.57,0.04512635379061372,0.04,0.9895999999999999,24.74,1.3761115602263543
2024-02-02,LinkedIn,1185,56,39.15,2,237.89,0.04725738396624472,0.03571428571428571,0.6991071428571428,19.575,5.076372924648786
2024-02-03,Google Ads,1030,54,78.55,2,106.32,0.05242718446601942,0.037037037037037035,1.4546296296296295,39.275,0.3535327816677275
2024-02-03,Facebook Ads,1113,42,71.51,0,0.0,0.03773584905660377,0.0,1.7026190476190477,,-1.0
2024-02-03,Email,1043,56,5.6,2,246.32,0.053691275167785234,0.03571428571428571,0.09999999999999999,2.8,42.98571428571429
2024-02-03,Instagram,1092,58,104.85,1,147.59,0.05311355311355311,0.017241379310344827,1.807758620689655,104.85,0.40762994754411075
2024-02-03,LinkedIn,1183,62,123.66,6,690.2,0.052409129332206254,0.0967741935483871,1.994516129032258,20.61,4.581432961345626
2024-02-04,Google Ads,970,49,43.44,1,136.83,0.050515463917525774,0.02040816326530612,0.8865306122448979,43.44,2.149861878453039
2024-02-04,Facebook Ads,1072,60,63.39,5,270.05,0.055970149253731345,0.08333333333333333,1.0565,12.678,3.2601356680864493
2024-02-04,Email,1142,60,6.0,2,274.68,0.05253940455341506,0.03333333333333333,0.1,3.0,44.78
2024-02-04,Instagram,1202,60,112.11,1,112.3,0.04991680532445923,0.016666666666666666,1.8685,112.11,0.0016947640710016745
2024-02-04,LinkedIn,1213,55,102.5,1,73.75,0.04534212695795548,0.01818181818181818,1.8636363636363635,102.5,-0.2804878048780488
2024-02-05,Google Ads,1038,47,54.89,1,85.92,0.04527938342967245,0.02127659574468085,1.167872340425532,54.89,0.5653124430679541
2024-02-05,Facebook Ads,1059,52,46.13,2,165.04,0.049102927289896126,0.038461538461538464,0.8871153846153846,23.065,2.5777151528289615
2024-02-05,Email,1128,61,6.1,1,101.98,0.054078014184397165,0.01639344262295082,0.09999999999999999,6.1,15.718032786885248
2024-02-05,Instagram,1134,64,91.25,3,200.11,0.0564373897707231,0.046875,1.42578125,30.416666666666668,1.1929863013698632
2024-02-05,LinkedIn,1162,67,120.76,1,61.19,0.0576592082616179,0.014925373134328358,1.8023880597014925,120.76,-0.4932924809539583
2024-02-06,Google Ads,978,48,56.56,3,244.85,0.049079754601226995,0.0625,1.1783333333333335,18.853333333333335,3.3290311173974536
2024-02-06,Facebook Ads,1051,44,85.7,0,0.0,0.04186489058039962,0.0,1.9477272727272728,,-1.0
2024-02-06,Email,1113,61,6.1,2,233.37,0.05480682839173405,0.03278688524590164,0.09999999999999999,3.05,37.257377049180334
2024-02-06,Instagram,1108,55,44.15,2,293.98,0.04963898916967509,0.03636363636363636,0.8027272727272727,22.075,5.658663646659117
2024-02-06,LinkedIn,1145,58,44.41,3,401.43,0.050655021834061134,0.05172413793103448,0.7656896551724137,14.803333333333333,8.039180364782707
2024-02-07,Google Ads,1067,39,21.28,2,237.91,0.03655107778819119,0.05128205128205128,0.5456410256410257,10.64,10.179981203007518
2024-02-07,Facebook Ads,1067,43,47.75,2,256.48,0.04029990627928772,0.046511627906976744,1.1104651162790697,23.875,4.371308900523561
2024-02-07,Email,1106,40,4.0,1,116.76,0.03616636528028933,0.025,0.1,4.0,28.19
2024-02-07,Instagram,1183,69,90.85,0,0.0,0.058326289095519866,0.0,1.3166666666666667,,-1.0
2024-02-07,LinkedIn,1187,68,72.07,1,57.32,0.05728727885425442,0.014705882352941176,1.0598529411764706,72.07,-0.20466213403635347
2024-02-08,Google Ads,1009,50,63.93,1,52.56,0.049554013875123884,0.02,1.2786,63.93,-0.1778507742843735
2024-02-08,Facebook Ads,1035,55,71.52,2,252.98,0.05314009661835749,0.03636363636363636,1.3003636363636364,35.76,2.5371923937360177
2024-02-08,Email,1133,61,6.1,2,279.61,0.05383936451897617,0.03278688524590164,0.09999999999999999,3.05,44.837704918032784
2024-02-08,Instagram,1123,47,48.29,0,0.0,0.041852181656277826,0.0,1.0274468085106383,,-1.0
2024-02-08,LinkedIn,1174,56,73.29,1,111.03,0.04770017035775128,0.017857142857142856,1.30875,73.29,0.5149406467458042
2024-02-09,Google Ads,1020,60,46.3,2,136.29,0.058823529411764705,0.03333333333333333,0.7716666666666666,23.15,1.9436285097192225
2024-02-09,Facebook Ads,1052,48,42.47,3,295.06,0.045627376425855515,0.0625,0.8847916666666666,14.156666666666666,5.9474923475394395
2024-02-09,Email,1132,50,5.0,4,440.64,0.044169611307420496,0.08,0.1,1.25,87.128
2024-02-09,Instagram,1185,62,87.82,2,267.97,0.05232067510548523,0.03225806451612903,1.4164516129032256,43.91,2.051355044409019
2024-02-09,LinkedIn,1252,58,52.91,4,369.5,0.0463258785942492,0.06896551724137931,0.9122413793103448,13.2275,5.983556983556984
2024-02-10,Google Ads,1015,48,77.05,2,143.35,0.04729064039408867,0.041666666666666664,1.6052083333333333,38.525,0.8604802076573653
2024-02-10,Facebook Ads,1000,45,48.89,1,99.68,0.045,0.022222222222222223,1.0864444444444445,48.89,1.0388627531192474
2024-02-10,Email,1119,59,5.9,2,298.25,0.05272564789991063,0.03389830508474576,0.1,2.95,49.55084745762712
2024-02-10,Instagram,1106,61,38.34,4,276.75,0.05515370705244123,0.06557377049180328,0.6285245901639345,9.585,6.218309859154929
2024-02-10,LinkedIn,1182,68,86.94,1,130.04,0.05752961082910321,0.014705882352941176,1.278529411764706,86.94,0.4957441913963653
2024-02-11,Google Ads,974,43,42.98,1,149.41,0.044147843942505136,0.023255813953488372,0.9995348837209301,42.98,2.4762680316426247
2024-02-11,Facebook Ads,1065,48,92.95,0,0.0,0.04507042253521127,0.0,1.9364583333333334,,-1.0
2024-02-11,Email,1068,50,5.0,2,169.51,0.04681647940074907,0.04,0.1,2.5,32.902
2024-02-11,Instagram,1166,77,84.62,1,149.25,0.0660377358490566,0.012987012987012988,1.098961038961039,84.62,0.7637674308674072
2024-02-11,LinkedIn,1263,75,107.65,1,125.53,0.05938242280285035,0.013333333333333334,1.4353333333333333,107.65,0.1660938225731537
2024-02-12,Google Ads,958,45,40.26,0,0.0,0.04697286012526096,0.0,0.8946666666666666,,-1.0
2024-02-12,Facebook Ads,1114,58,67.91,2,203.14,0.05206463195691203,0.034482758620689655,1.1708620689655171,33.955,1.9913120306287733
2024-02-12,Email,1157,52,5.2,0,0.0,0.0449438202247191,0.0,0.1,,-1.0
2024-02-12,Instagram,1138,44,74.14,1,58.09,0.03866432337434095,0.022727272727272728,1.685,74.14,-0.21648233072565412
2024-02-12,LinkedIn,1190,69,123.72,5,493.53,0.05798319327731093,0.07246376811594203,1.7930434782608695,24.744,2.989088263821532
2024-02-13,Google Ads,1010,49,53.8,0,0.0,0.048514851485148516,0.0,1.0979591836734692,,-1.0
2024-02-13,Facebook Ads,989,42,55.62,3,279.75,0.042467138523761376,0.07142857142857142,1.3242857142857143,18.54,4.029665587918015
